review,sentiment,acting,storyline,emotional arousal,cinematography,soundtrack,directing,background setting,editing
"This film just doesn't work. No two ways about it. I saw it for the first time back in '98 when it was released and I didn't like it. I just bought it on sale a couple of days ago, 'cause I thought ""whatta hell, I'll give it a try"". I don't regret for the money I put out for Hamilton, but the fact remained the same.. this movie is pointless, dull and uninteresting.<br /><br />Stormare is usually a delight, but that's when he's making films in the US. Back home he doesn't do the trick. Sure the movie is well made (if you forget the odd stock footage here'n'there), but in the end the only thing that REALLY lifts Hamilton above one star garbage, is Hamill's turn as the bad guy Hawkins. He seriously has fun with the character and is also responsible for the only two good moments in the movie.. ""Swedish intelligence, huh? Now there's a contradiction in terms"" and when he allows Hamilton to have a word or two with his wife over the phone towards the end of the flick. And that's really pretty much it.<br /><br />** / *****",Negative,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown
"I'm not going to bother with a plot synopsis since you know what the movie is about and there's almost no plot, anyway. I've seen several reviewers call ISOYG an 'anti-rape' film or even a feminist statement, and I just have to chime in on the galling hypocrisy of these claims.<br /><br />First of all, what do we see on the cover of this movie? That's right: a shapely woman's behind. Whether it was Zarchi's attempt to make an anti-rape statement - and I absolutely don't believe it was - is entirely beside the point. The film is marketing sex and the titillation of sexual assault and the material is so graphic (everything but actual penetration is shown) that NO ONE but the hard core exploitation crowd will enjoy it.<br /><br />The rape(s) in the film is uncomfortable, brutal and hard to watch. There's something to be said for presenting a horrible crime in such a brutal light, but there was no reason for this scene to go on for seemingly 30 minutes, none. There was also little character development of the victim and only one of the rapists is slightly developed (mere moments before he's murdered) so the scene isn't at all engaging on an emotional level. Really, it's just presented for the sake of showing extreme sexual violence and you can tell by the movies ISOYG is associated with on IMDb (Caligula, Cannibal Ferox, etc.) that it attracts only the exploitation crowd.<br /><br />Finally, a few reviewers have commended Zarchi's so-called documentary style and lack of a soundtrack. But considering how inept everything else in the film is (acting, script, etc.) I suspect these were financial decisions and the film looks like a documentary because he literally stationed a camera and let his porn-caliber actors do their thing.<br /><br />I'm not going to get all up on my high horse talking about the content of ISOYG. I'm all for exploitation / horror and love video nasties. In fact, I'm giving this movie three stars only because it truly does push the envelope so much further than some other films. However, it's also poorly made and after the rape occurs, just downright boring for the rest of the film as we watch a bunch of ho-hum, mostly gore-less murders and wait for the credits to roll.<br /><br />This is probably worth watching once if you're a hardcore 70s exploitation fan but I'm telling you, the movie is overall pretty bad and not really worth its notorious reputation.",Negative,Negative,Negative,Negative,unknown,unknown,Negative,unknown,unknown
"Perhaps the worst thing about Carlos Mencia's comedy is that every joke needs to be followed with an insult at the people in the crowd that aren't laughing. If there's anybody who's insecure, it's a comedian who won't shut up about his audience.<br /><br />Then again, perhaps the worst thing about Carlos Mencia's comedy is that he doesn't get off his free speech high horse. If you want to be funny, just make a joke, don't explain all the reasons why you're saving the American way with your failed attempts at generating laughter.<br /><br />Hmm... actually... the worst thing about Carlos Mencia's comedy is that it substitues meanspirited jabs at ethnicities for legitimate humor. Avoid this like the plague.",Negative,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown
"Firstly, there are some good things about this film, but it's all cliche slasher stuff combined with a teen movie. In the advertising of this movie, that I've seen, a large emphasis was on the fact that Denise Richards is in it, but she's a poor actress, and not as good looking as people try to make her out to be (not that that has anything to do with the movie). And what's with that look she gives everyone? Perhaps it's part of the character, but like I said, the acting... Still, the writing is fine. You know who it is all throughout the movie, and you can almost predict what is about to happen, but not in an irritating way. I think the book it's based on is probably good, judging by the plot line, but next time I'll read the book to find out rather than watch this.",Negative,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"I just saw this movie last night, and after reading all the reviews I expected a good, emotional sports film. What I got was something clichéd and boring. Yes, I thought it was boring. I saw the all-star getting hurt long before the game. I figured maybe they'd wait for him to collapse until, ya know, the game before the ""big one"" but I guess the first game is good enough.<br /><br />The parental relationships were also very clichéd, with the dominating drunk father (I will say McGraw impressed me, however), and the boy who wants to stay and help his (ailing?) mother.<br /><br />I especially liked the random girls (Melissa and Maria) who were in the movie for all of 5 minutes, and placed there simply to get the football boys some action off the field. I thought ""ok, now how does this work into the plot again?"" Maybe I missed the point, beyond ""Well they play football in a town that loves it so the girls throw themselves at their feet"" point.<br /><br />The sports action had some good points, but most of it was so rushed! I think the first game lasted longer than the montage of the entire playoffs! And I wasn't so sure about the continuity of the winding-down clock in the final game.<br /><br />I guess I could see this movie winning the ESPY for best sports film if it was the only one released. Honestly though, I found it to be a boring movie full of people sickeningly-obsessed with the pigskin. For a better football film, see Remember the Titans.",Negative,unknown,Negative,Negative,unknown,unknown,unknown,unknown,unknown
"In a way, this film reminded me of ""Jumping Jack Flash"". Remember Whoopi Goldberg at the shredding machine? Whoopi zonked out tranquilizers? Whoopi as Blind Lemon and imitating Mick Jagger? Great moments captured on film for sure but the movie still kind of sucks, right? That's how I feel about ""Rich In Love"". A man hears his wife sing for the first time. Post-coital teenagers talk about the nature of love. Albert Finney eats ice cream out of bucket and, in another scene, has a lovely waking moment regarding his absent wife. Alfre Woodard adds another colorful character to her acting wardrobe. But there's only the whisper of a plot here and you can't wait for it to Get Moving. Only when ex-Go-Gos' Charlotte Caffey's The Graces revs up a great pop song does the picture wake up...and then it's over!<br /><br />This picture is the equivalent of a lazy summer's day in the deep American South.",Positive,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown
"In 2004, I wrote the following statements on an IMDb message board when a user wondered if The Best Years of Our Lives was a forgotten movie: <br /><br />***** To me watching this movie is like opening up a time capsule. I think in many ways ""The Best Years of Our Lives"" is probably one of the more fascinating character studies and it holds up extremely well as a look at life in the US in the mid-1940s after WWII. I believe ""Coming Home"" and ""The Deer Hunter"", both released in 1978, were the most recent films that were closest in capturing the numerous issues of military men returning from war that were brought up in ""The Best Years of Our Lives"".<br /><br />What really impressed me was watching the movie in its entirety when I was in college around 1980-81 and many if not all of the college students applauded at the end of the movie.<br /><br />This movie still packs a wallop and I'm very happy to read in other posts other users feeling of a movie that will definitely stand the test of time. *****<br /><br />I'm very happy to see the movie ranked near the top 100 movies on IMDb and AFI. Also, though it was in competition with what eventually became a Christmas classic, It's a Wonderful Life, arguably, The Best Years of Our Lives' Oscar wins, including Best Picture, were very well-deserved. <br /><br />I've just seen the film again in 2005 and after almost 60 years, The Best Years of Our Lives is still a powerful, beautifully acted and well-crafted motion picture.",Positive,Positive,Positive,unknown,unknown,unknown,Positive,Positive,unknown
Lauren Himmel's debut movie is well directed with a nice polished feel to it. There's a strong storyline going on with a meaningful point to it all even if at the end nothing is resolved hence the name Treading Water. The storyline revolves around a Lesbian couple and their battle with ones mother for acceptance. 7.5/10,Positive,unknown,Positive,Positive,Positive,unknown,Positive,unknown,unknown
"Where the hell did VH1 find the scriptwriter for this movie??? Out of high school? This movie tries so hard to be sympathetic to Michael Jackson, but instead, turns him into a horrible, tacky caricature. All the lines are filled with clichés but surprisingly the acting wasn't bad. As usual, this is a bad movie with pretty good actors. The actor that plays Michael Jackson, jeez, I feel sorry for him! I think he did the best he could with the weak script. I didn't mind that Flex did not look like Michael Jackson, I thought he did the best he could, but later on when he had all that white make-up on, oh man, did he look yucky! The other actors that played Debbie Rowe, Priscilla Presley and Elizabeth Taylor were pretty good. Except that the actress that plays Liz Taylor looked too young and healthy to be playing Liz. The actress that plays Diana Ross didn't look at all like her and I couldn't figure out who this woman was until much later on in the movie.<br /><br />This movie does a disservice to everyone who is on the side of Michael Jackson, or against Michael Jackson. It doesn't do anything to change anyone's opinion. As a matter of fact, the only opinion anyone will have after watching this movie is, oh God, this movie really, really sucks! And where the hell is Michael Jackson's wonderful music and songs? There are none to be found in this movie. I love the soundtrack to this movie anyway and I'll probably purchase it if I could.<br /><br />On the lighter side though, this is a very funny, campy movie! It's a great time waster if you want to watch something light that won't trouble your brain too much. I'll probably watch it again, because it just is so entertainingly bad!",Negative,unknown,Negative,Negative,unknown,unknown,unknown,unknown,unknown
"The incomparable Paul Naschy, horror film icon of Spain, lends his talents to this entertaining if not scattershot film. What begins as an action flick ends up a horror story. All I can say is just sit back and enjoy the ride.<br /><br />Paul Naschy plays a cold-hearted hit-man hired by some shady Japanese diamond hunters (one of which is his flame who is carrying his child) to swipe a cache of diamonds from a Belgian businessman. When the deed is done, the allure of the diamonds is too tempting for Paul to dismiss so he kills his Japanese cohorts. His girlfriend, whose brother Paul killed, vows revenge and chases Paul through the forest, shooting him up and leaving him for dead. However, Paul is found by an egghead with two horny daughters and brought to his estate to recuperate.<br /><br />At the estate, the two daughters, Silvia Aguilar and Azucena Hernandez, fight for Paul in his weakened state, with the busty Silvia Aguilar determined not to lose out to the sweet and prim Azucena. But things get hairy for Mr. Naschy who begins to see the ghost of the daughter's long dead mother on the estate grounds. Couple this with the Japanese lass looking to finish the job of killing Paul and he gets pulled from two sides.<br /><br />STORY: $$ (The story goes a number of ways and doesn't fully satisfy. The script builds up a fight for Paul between the daughters but Silvia, whose character seems assertive and volatile, simply lets Azucena win in the Paul Naschy sweepstakes without putting up a fight. Personally, I would have preferred the ghostly apparition story to the revenge seeking of the Japanese woman)<br /><br />VIOLENCE: $$$ (You get gunplay, a blown-up babe and pigs eating some poor schmuck alive. Gore hounds will not be letdown with this Naschy flick).<br /><br />ACTING: $$$ (Paul Naschy, as always, is fun to watch but he does spend a bit too much time in bed recovering from his wounds. Starring with him again are the luscious Silvia Aguilar and the beautiful Azucena Hernandez, who teamed with Mr. Naschy in the little gem ""The Craving."" Both girls do a fine job).<br /><br />NUDITY: $$$ (You get very brief glimpses of both Aguilar and Hernandez but they are strategically placed, keeping the naught bits covered. Full nudity is supplied by the two lesser appealing actresses: the Japanese woman chasing Paul and the African maid that works for Silvia and Azucena).",Negative,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Pistol-packing Pam Grier takes names and kicks butt as the heroine in ""Asylum of Satan"" director William Girdler's entertaining blaxploitation actioneer ""Sheba Baby,"" co-starring D'Urville Martin and Austin Stoker. ""Sheba Baby"" is one of several tough chick flicks that Grier appeared in during the 1970s, including ""Coffy,"" ""Foxy Brown,"" and ""Friday Foster."" The short-lived Girdler co-wrote this thoroughly routine private eye potboiler with producer David Shelton in one night and it features a headstrong female shamus that refuses to rely on a man to help her take care of business. Unfortunately, ""Sheba Baby"" isn't nearly as good as the blaxploitation movies that Grier made under the supervision of director Jack Hill. Hill helmed the African-American North Carolina native in ""Coffy,"" ""Foxy Brown,"" ""The Big Bird Cage,"" and ""The Big Doll House."" Anybody that analyzes images of African-American women in cinema should be familiar with these epics. The chief problem with ""Sheba Baby"" is that our heroine gets too many convenient breaks. Naturally, the secondary villains are trigger happy clowns that couldn't hit the side of a barn with a howitzer. As the main antagonist, Dick Merrifield qualifies as both an egotistical as well as smarmy villain with choice lines like: ""Anything worth having is worth stealing."" Additionally, composer Monk Huggins does provide a strong, atmospheric orchestral soundtrack, and the best song, with Barbara Mason warbling it, is ""Good Man Is Gone."" ""Sheba Baby"" casts Grier as stylist Chicago gumshoe Sheba Shayne. She leaves the Windy City to return to her hometown of Louisville, Kentucky, to help out her father. When she arrives in Louisville, Sheba learns that her father, Andy (Rudy Challenger of ""Detroit 9000""), is having trouble with a local black gangster nicknamed Pilot (cigar-chomping D'Urville Martin of ""Hammer"") who demands that Andy sell out his loan company to Pilot or die.<br /><br />Initially, Pilot dispatches a goon squad to trash Andy's office, but our heroine's father catches them in the act. They turn Sheba's father into a punching bag. Interestingly, during the fight scene, Girdler rarely shows fists smashing flesh. Earlier, Andy's right-hand man, Brick Williams (Austin Stoker of ""Horror High""), had sent Sheba a telegram requesting that she return to Louisville, but she didn't receive it immediately thanks to her lazy partner who didn't know where to find her. Brick and Sheba hook up, rekindle their romantic flames, and share a night in the sack. Brick spends most of his time urging Sheba to remain calm in the face of adversity. As a former Louisville, Kentucky, police woman, Sheba prefers to shoot first and ask questions second. After she arrives home, Sheba borrows her father's car and barely escapes being blown to bits. As she is walking out the door to get into her father's car, Andy receives another harassing call from Pilot. Previously, Andy had refused to discuss the prospect of selling his loan company to Pilot, but Andy changes his mind and agrees to talk with the hoodlum. A gratified Pilot warns Andy about the dynamite that has been attached to his ignition with a delayed action fuse. In other words, cranking up the car won't trigger the explosion; the explosion comes ten seconds later. Andy and Brick rescue Sheba before the car blows up. Earlier, Sheba had agreed to let her father handle his problems without her interference. ""Dad, I know you think I'm doing a man's job, but I'm not going to sit on the sidelines just because I'm a woman,"" Sheba tells him. After her near-death experience, Sheba vows to learn who sabotaged her father's car. She grilles an old contact from her days as a cop and threatens the guy with her gun to extract the information. Only after Sheba has ground the guy's face into a bucket of chlorine dust does he relent and tell her about a pay-off at the town's railroad museum. Brick accompanies Sheba and shooting ensues with a flustered Pilot getting away by the skin of his chin.<br /><br />Later, Pilot sends a quintet of out-of-town contract thugs armed-to-the-teeth to trash Andy's office. These gunsels ignore their no-kill orders. Not only do they shoot the loan company office to ribbons, but they also blast Sheba's dad with a shotgun. Sheba retaliates in short order. Wielding her nickel-plated revolver, she guns down three of the four assailants Dirty Harry style. The last hit-man discards his weapon and pleads for mercy. Sheba has her finger on the trigger when Homicide Detective Phil Jackson (Charles Kissinger of ""Abby"") and a uniform cop arrive on the scene. At the hospital, Andy Shayne dies holding his daughter's hand. Naturally, Pilot is furious at this revelation and his fury borders on apoplexy. Afterward, Sheba tracks down a loan shark, Walker (Christopher Joy of ""Cleopatra Jones""), and pries information out of him about the Pilot while she holds him at gunpoint in a car wash. This is one of the better staged scenes with lots of ominous shots of the car wash equipment whirling and humming. Walker warns Pilot about Sheba. Pilot and his henchmen confront Sheba in a parking lot and swap lead. Sheba flees on foot to a nearby carnival. While the police corner one of Pilot's men, she deals with the others. Pilot shoots one of his own accidentally and Sheba runs him down. She pins Pilot to a roller-coaster track and threatens to hold him there until the roller-coaster cuts his head off. Pilot manages to escape after he has spilled his guts to Sheba about the identity and phone number of the big man, Shark (Dick Merrifield of ""The Hellcats""), whose reputation is so immaculate that Detective Jackson describes him as ""the guy with all the right answers."" ""Sheba Baby"" isn't top-notch Pam Grier. However, the idea that our heroine can handle everything by herself without help from guys makes it interesting as well as entertaining chick flick.",Positive,Positive,Positive,Positive,unknown,Positive,Positive,unknown,unknown
"**SPOILERS** I rented ""Tesis"" (or ""Thesis"" in English) on the strength of director Alejandro Amenabar's later effort ""The Others"". Based on what a brilliantly measured and horrifyingly effective creepfest that film was, I assumed his earlier efforts would be of a similar quality and I was in the mood for some good horror. Instead I wound up with the most tedious, preposterous excuse for a lame-brained slasher movie I've seen since the German film ""Anatomie"" (which this one kinda reminded me of).<br /><br />The plot has potential but it's thrown away within the first 20 minutes. It revolves around innocent-n-pretty psychology student Angela's (Ana Torrent - a Jessica Harper deadringer) thesis on the subject of violence in films. Through some far-fetched circumstances too dumb to go into here, she winds up in possession of a 'snuff' tape on which two men torture, mutilate and kill a young girl for the camera. Angela, and her horror-buff friend Chema (Fele Martinez) are both shocked yet intrigued by the tape and decide to get to the bottom of who's responsible for it.<br /><br />This leads to... well, nothing.<br /><br />They never really give a reason for why they want to find the girl's killers (since they resolutely refuse to contact the police throughout any of the unfolding events, even when their own lives at risk) and the mystery itself is as limp as Graham Norton in a room full of bunny girls. There is only one proper 'clue' (the type of camera the killers used is discovered) and that's a) a really weak one and b) wheeled out in the first 20 minutes. The rest of the so-called 'unravelling' just occurs through blind luck, increasingly ridiculous plot twists and a SLEW of awful, transparent and thoroughly pointless red herrings that are chucked in merely to pad out the running time.<br /><br />Seriously - Amenabar might know his stuff about ghost stories but he's clearly never read a detective book in his life. The key to a good whodunnit is to have a large cluster of potential suspects and to eliminate them one by one with clever deduction and the gradual discovery of more and more evidence, before moving in for the final twist. In ""Tesis"", *POTENTIAL SPOILER AHEAD* the killer's identity is guessed correctly by the amateur 'detectives' almost instantly and then we get 100 minutes of the writer trying feebly to throw us off the scent until he runs out of ideas, throws his hands up and says ""OK, ya got me, it was him after all""! As for any kind of logic or motive behind the crimes - no such luck. You're watching the wrong movie if that's what you're after.<br /><br />The only thing that drags ""Tesis"" down further from just being a dumb, badly written thriller is the way it actually tries to make some ludicrous, muddled-up 'point' about violence in films. I have no idea what stance it's attempting to take on the subject but it seems determined to cram in a ton of misguided, confused psychobabble, in between the rest of the gibberish, and say ""look at me! I'm political!"". The final scenes, in which the ""point"" of the movie is supposedly hammered home, are so utterly absurd and puerile, one can't help but wonder if Amenabar feels embarrassed now when he watches this. If he doesn't, he certainly should. This is total 'amateur night at the slasher house' stuff.<br /><br />Overall I can't believe I wasted two whole hours (it felt like at least six) on this, just hoping something might happen. The urban legend of 'snuff films' (and that is basically all they are, despite the way this film tries to suggest they're some kind of criminal phenomenon sweeping the world!) is an area that can be so tantalisingly exploited in good horror films (""Videodrome"" anyone?) but it's so easy to step over the line into childlike 'wouldn't it be cool if!' territory with it (ie: ""My Little Eye"")... ""Tesis"" hits an all-time low for the 'snuff movie' genre. On every level, this one is better left dead and buried. I'll award it a 1 out of 10, for some nice lighting, but that's all it's getting.",Negative,unknown,Negative,Negative,Positive,unknown,unknown,unknown,unknown
"I've been impressed with Chavez's stance against globalisation for sometime now, but it wasn't until I saw the film at the Amsterdam documentary international film festival that I realize what he has really achieved. This film tells the story of coup/conspiracy by Venezuela's elite, the oil companies and oil loving corrupt western governments, to remove democratically elected president Chavez, and return Venezuela back to a brutal dictatorship. This film is must for anyone who believes in freedom and justice, and is also a lesson to the rest of world ! I commend the people of Venezuela for taking matter into their own hands, and saving their country from the likes of Halliburton and the Bush regime.",Positive,unknown,Positive,Positive,unknown,unknown,Positive,Positive,Positive
"The Daily Mail's Christopher Tookey had some choice things to say about this film, among them ""watch it all the way through its 82 miserable minutes, and I guarantee you'll be shaking your head and asking: 'Have we really descended to this?' Yes, we have, for if ever a movie testified to the utter cynicism, tastelessness and moral corruption of those who commission and make British movies, it is this abomination"". Tookey continues ""aimed squarely at oafs with unwashed underwear, filthy minds and knuckles that graze the pavement when they walk, this sex comedy is so sordid, unfunny and malodorous that it is enough to put you off sex, and indeed films, for life"", before concluding ""Sex Lives of the Potato Men is not merely a truly vile film, it is symptomatic of a new national culture of instant self-gratification, yobbishness and sadism that is now being celebrated on screen"". Normally I don't listen too closely to the critics, but in this case, Tookey was bang on the money. This film goes beyond bad, indeed, it goes beyond being merely unfunny and enters some bizarre parallel universe where every painful minute drags on for an hour and where the definition of 'hilarious' seems to be 'saying tw*t in a Brummie accent'. It's depressing to anyone with half a brain who grew up with the Goodies, Monty Python, Spitting Image, Not the Nine O'Clock News and Fawlty Towers.<br /><br />Ideally, Sex Lives Of the Potato Men would have quietly vanished after its cinema release and joined the equally dire Vix spin-off The Fat Slags (2004) and the ill-starred All Saints vehicle Honest (2000) in the celluloid graveyard, but as it seems destined for endless late night schedule-filling screenings and misguided ""best film EVER!"" raves from people who should know better, so I must apologise in advance for trying to right a wrong that the British film industry, in all its wisdom, has inflicted onto an undeserving world. Yes, I really am sorry to bring this one back from the celluloid dead, but I actually remember thinking ""It can't be as bad as the critics said it was""...but, as God is my witness, it was WORSE.<br /><br />Acting - dire from start to finish, special mention to Mackenzie 'Albert Steptoe's legs on a young man's body' Crook.<br /><br />Soundtrack - cut and paste 'ladrock', mostly ska-based lager-lout-friendly pub jukebox piffle which brought back horrible memories of seeing those chirpy cockernee doin' the Lambeth Walk to a watered-down imitation of the Specials knob-shiners Madness on every single comedy / variety programme in the eighties...and 'Ace Of Spades' by Motorhead as the title music? What the hell...trying to evoke memories of one of the most genuinely exciting scenes ever offered by The Young Ones, indeed, ever offered by ANY comedy show?! Cheap shot, way below the belt.<br /><br />Script - written by a 12 year old who's just read every single back issue of Smut and Zit in one long Red Bull-fuelled session...SURELY? C'mon, no real, proper, worldly, grown-up person could possibly set this kind of retarded hogwash on paper? And Mark Gatiss was in it...Mark Gatiss...the least annoying member of the League of Gentlemen and Goodies fan taking part in such a towering heap of fly-blown cinematic excrement? 'One of the brightest British comedy stars'? Not any more he's not! On the subject of League Of Gentlemen, somebody give me a pair of lead-lined diver's boots and Steve 'face like a collapsed rectum' Pemberton and a long weekend in a soundproofed room before I die...PLEASE...<br /><br />Cinema, British or otherwise, just doesn't come much worse than this. Kent Bateman's The Headless Eyes (1971) is a new-wave masterpiece compared to this repugnant smut.",Negative,Negative,Negative,Negative,unknown,Negative,unknown,unknown,unknown
"Can't believe that Bostock's Cup isn't available on a proper video or DVD yet. I've only seen it once, on a dodgy copy taken off the TV and despite not being a footy fan (at all,) thought it was one of the funniest things I've ever seen.<br /><br />The famous sloping pitch of wherever it was, the clueless coach driver (""Ponty-this, Ponty-that"", ""I'll take the next exit""), the pointless plot; it all added up to aching sides.<br /><br />Being stuck in the US I'm desperate for some good British humour but not quite enough to spend the amount that the production company are asking for. C'mon, get it out on kosher DVD pronto.",Positive,unknown,unknown,unknown,unknown,unknown,unknown,Positive,unknown
"""Hundstage"" is seidl's first fiction film (before this he directed great documentaries as ""animal love"" or ""models""). seidl worked on this project for more than 3 years but it only cost around 2 million dollars. the actors are very good especially the non-professional actors who nearly played themselves.the cinematography is good too. the whole film is shocking disturbing and some scenes may be too much for ""ordinary"" viewers.the film shows a lot of sex and violence but also that people are lonely and not able to communicate with each other. finally i've to say that this is one of the best and most rewarding austrian films in the past years. please excuse my bad english.<br /><br />",Positive,Positive,Positive,Positive,Positive,unknown,Positive,unknown,unknown
"I have previously seen Zu: Warriors from the Magic Mountain. In that film, the setting takes place in China's mountains, the Legend of Zu looks like another dimension!! Thank that to Tsui Hark's extensive use of CGI effects. He's able to portray his vision of mountains floating above the clouds, a land where beings fly freely, and powers ranging from razor sharp wing blades, split swords, and the ultra cool Moon Orb.<br /><br />While there are many characters in this one, the focus is mainly on King Sky and Enigma. The romance aspect is there, although the movie seems much darker than its predecessor. Cecilia Cheung is beautiful and her presence on screen makes this movie worth watching. In the beginning, I like how she resembles the Countess (from Zu Warriors) and she does well playing Enigma as she deals with facing her past life. Oh, by the way, did I mention that Cecilia's very appealing to the eye??<br /><br />In truth, Zu Warriors had more comedy elements and its special effects were limited due to its time in 1983. Tsui Hark takes it to a whole new level and sets a new standard in cinema.",Positive,Positive,unknown,Positive,Positive,unknown,Positive,Positive,Positive
"beyond the fact crazy people exist and there are religious nuts out there.<br /><br />The characters basically make no sense most of the time.<br /><br />The film has no real beginning, middle or ending, nor is anything ever explained much.<br /><br />The film opens with a young man, with the unlikely name of Hazel Motes, apparently returning from a stint in the army.<br /><br />He hitches a ride to a two story house that is in extreme disrepair, windows boarded over. He goes in the house, walks around and finally writes a note that he leaves there. This scene comes to nothing, and we learn nothing further about the house or its history.<br /><br />It is never explained exactly whose house this is, or where the people have gone, but we are given the impression Hazel has probably lived there at one time.<br /><br />Hazel decides to go to a city. Why - we don't know. Once he arrives in this city he writes down a name & address that he sees on a bathroom wall, and goes to visit this woman, who is a surprisingly fat hooker. He sees her for awhile and then he apparently isn't seeing her anymore. Like everything else in this movie, it comes to nothing and serves no purpose.<br /><br />A young man named Enoch, tries to befriend him, but Hazel really isn't interested, although they keep crossing paths.<br /><br />Enoch is about as crazy as you can get. One of his habits is to go to the zoo and stand in front of the cage where the chimps are and talk at them insultingly.<br /><br />We never really know why Enoch behaves as he does, or why Hazel behaves as he does, beyond the fact Hazel had an overdose of old time scary, fundamentalist religion via his grandfather.<br /><br />Enoch later becomes enthralled with a man who dresses in a gorilla suit, and manages to get the gorilla suit from him and then runs around in it.<br /><br />Hazel, who is wound rather tight and seems to be in a constant borderline rage does a bit of street preaching. I got the impression he was trying to free himself from the untruths of the religion that had been drilled into him.<br /><br />He has several encounters with a preacher and his daughter, although their interactions never really make any particular point, and there is no plot line.<br /><br />Eventually Hazel succumbs to complete religious fervor and begins self-harming.<br /><br />It is a very odd film. Interesting in it's oddness but other than that it has absolutely nothing going for it.<br /><br />The cast does an outstanding job,but this film completely fails to deliver either a point of view or a storyline.<br /><br />The film also has the characters tossing around the N word from time to time with no connection to the rest of the dialog.<br /><br />2 stars",Negative,Positive,Negative,unknown,unknown,unknown,unknown,unknown,unknown
"***SPOILERS*** ***SPOILERS*** Are all teen slasher flicks suffering from a drought of originality? It awfully seems so. First of all, this is a noble premise that could've been utilized well. A rejected young nerd who grows up, stalks and murders all the girls who tortured the hell out of him when he was in junior high? Can't say you had nothing to work with. But this film goes through the same motions as all the other recent slashers. Everything from the score to the camera angles allow us to predict exactly when a false alarm is coming and exactly when the killer will strike. We know the pattern by now. These stupid slasher movies push the credibility envelope more and more by the minute. Let me ask you something: Who, in their right mind, is going to surprise a friend of theirs in a dark, dreary morgue in the middle of the night and just surprise her out of the blue while she's all alone and surrounded by corpses? Does that make any damn sense at all?<br /><br />""Valentine"" is only occasionally innovative. One good shot involves the butchering of Denise Richards' character. She gets trapped inside a pool and the killer pokes at her with a chainsaw. There's some good songs in the soundtrack, including one cool track by Orgy. The music video is contained in the special features section on the DVD.<br /><br />Even the acting is mediocre at best. The actors all sleep through their roles. Of course, David Boreanaz is often stoic, even in his portrayal as the title character on ""Angel."" Denise Richards is a fine actress, though, and she keeps a stoneface throughout the movie.<br /><br />""Valentine"" is just like you'd expect: pretentious, implausible, forgettable, cheesy and without a good scare in sight. Don't even bother.<br /><br />My score: 4 (out of 10)",Negative,Negative,Negative,Negative,Negative,Positive,unknown,unknown,unknown
"wow...I just watched this movie...American people have this stereotypical view towards Hindi films such as, ALL Indian films have dances, songs and a love story....Its pathetic how far away from the truth that is. This film simply exposes the stereotypical western view of Hindi films. Horrible acting, horrible direction, horrible cinematography. And all this by a Hollywood director. Most Indian films today are much more content driven, realistic, touching and meaningful than this piece of crap. Indian cinema (not just Hindi) also cover a variety of different subjects. Just like most other Hollywood films these days, this shows a very stereotypical view of of another country, where truth is thrown out the window. This is a highly NOT recommended movie. Instead watch good Hindi films like black Friday, eklavya, omkara, khakee, awarapan, gangster, don, zakhm, dor, sholay, mother India, lagaan...Those films are what real Indian cinema are all about.",Negative,Negative,Negative,Negative,Negative,unknown,Negative,unknown,Negative
"A man is pulled off a London Street and taken to some foreign country where he is tortured as a terror suspect. Dull, banal film bored the hell out of me. More an idea then a film. I was half way into this 77 minute film when I realized I had no idea who anyone on screen was. It was as if they took every other similar film and pulled out all of the ideas and put them in one place with out the real notion of character. Certainly its well acted with passion but there is no emotional center, there is just an everyman of sorts which the filmmakers feel is enough. Its not. And while the story presented id in theory important as a warning the film is too dull to convince anyone of it, especially if one has seen the other, better films of a similar ilk (rendition with Reese Witherspoon for example)",Negative,Positive,unknown,Negative,unknown,unknown,Negative,unknown,unknown
"Back when I was a kid and I lived with my sister, she bought every horror movie she could find and this was one of them. VCR'S had just became a household item and we didn't have but about 150 movies and we watched the hell out of all of them.<br /><br />I was at a yard sale the other day and I saw this VHS copy of BLOOD LEGACY and I buy any horror movie I don't have and I knew this movie looked familiar. I thought for a second and realized it was one that my sister had bought. She had sold it years ago in a yard sale I am guessing - who knows.<br /><br />I didn't recall anything at all about it and I watched it the night I bought it and it refreshed my memory because of a few scenes. I am not sure how I felt about it as a kid but I am sure I enjoyed it because it was new to me and I'd watch and enjoy anything back then.<br /><br />I am a horror freak, but there are certain requirements in order for me to consider it ""good"" and this one fell very short. It was one of those talk talk talk and bore me to death types. What death scenes you see are done using the shadow on the wall followed by blood splatter and thats if you're lucky you get that much.<br /><br />The story is good and I have seen a few with similar plots, so I think this one should be buried and forgotten. Don't watch this people unless you're hard up.",Negative,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown
Watch out! This is not a gross out comedy like American Pie or you know the comedies of the new millenium. This is a sweet satire of dog shows focused on a bunch of completely different characters. Oh and the commentator is hilarious!<br /><br />10/10,Positive,unknown,Positive,Positive,unknown,unknown,Positive,Positive,unknown
