review,sentiment,acting,storyline,emotional arousal,cinematography,soundtrack,directing,background setting,editing
"Watching this movie and then listening to the commentary, it's clear that Michael Radford doesn't understand this play. The first clue that he fails to fully grasp the work is that he takes pains to set the film in seventeenth-century Venice. Which sounds truly odd, yes, that misunderstanding the film would mean trying to make it as accurate to its location as possible. But anyone who's studied Shakespeare knows that, while he set most of his plays in exotic locals, the culture and values are always contemporary England. This doesn't hurt the film, but it displays a lack of necessary knowledge.<br /><br />Where Radford kills the film is in making it so dead serious. He manages to suck every joke out of the script, leaving the whole production flat. Every ounce of passion is beaten out of the characters. Even Shylock's 'Do we not bleed' speech is a mild, awkward ranting from a choleric who seems to only be saying and doing what he does because he's supposed to. The lovers are solemn and far too restrained (Joseph Fiennes delivers some of the most romantic lines in the cinema this year in a barely audible whisper), Gratiano (who has to promise to behave at one point) is more sober and collected than Bassiano (who makes him promise to behave), Jessica is reluctant to leave her father and spends her life with Lorenzo pouting.<br /><br />In the commentary for the bland and watered-down court scene, the director voices his shock that an audience laughed at Portia's 'A pound of flesh, no more, no less' sentence; ultimately concluding that it had to tension release laughter. 'The Merchant of Venice' is a comedy and Radford scoffs at the idea that the most absurd and hysterical portions of the story are anything but the most daringly provocative drama.<br /><br />The film has no intelligible focus, yet cuts out some of the most entertaining scenes. The characters are forced into high drama veils, so they come out sounding like Ibsen characters reading Victorian poetry. And the comedic ending, where all of the good guys go to bed happy, is drowned in a dignified despair that feels like they're finding stiff- upper-lip peace with impending death, rather than reconciling with lovers. Even Lancelot and Antonio exit the film holding their hats like aristocratic mourners.<br /><br />The film is poorly done because the creative powers that be don't understand the script. It is stern where it should hysterical. It is reserved where it should be passionate. It is Michael Radford where it should be William Shakespeare.",Negative,unknown,Negative,Negative,unknown,unknown,Negative,Negative,unknown
"I am really at a loss as to how anyone could give this movie a 10 (or even more than a 2!). It is full of bad lines, bad acting, bad slapstick, etc. I never thought I could see worse acting than the purposefully badly acted scenes at the beginning of UHF, but this was it. And just when you think it can't possibly get any worse, it does! Over and over again! You actually could have watched this in a theater? It wasn't worth free on TV! My 4-year-old and 1-year-old liked it some, but they wanted to see the cat more and the cat was almost never on.",Negative,Negative,Negative,Negative,unknown,unknown,Negative,Negative,Negative
"Superbly trashy and wondrously unpretentious 80's exploitation, hooray! The pre-credits opening sequences somewhat give the false impression that we're dealing with a serious and harrowing drama, but you need not fear because barely ten minutes later we're up until our necks in nonsensical chainsaw battles, rough fist-fights, lurid dialogs and gratuitous nudity! Bo and Ingrid are two orphaned siblings with an unusually close and even slightly perverted relationship. Can you imagine playfully ripping off the towel that covers your sister's naked body and then stare at her unshaven genitals for several whole minutes? Well, Bo does that to his sister and, judging by her dubbed laughter, she doesn't mind at all. Sick, dude! Anyway, as kids they fled from Russia with their parents, but nasty soldiers brutally slaughtered mommy and daddy. A friendly smuggler took custody over them, however, and even raised and trained Bo and Ingrid into expert smugglers. When the actual plot lifts off, 20 years later, they're facing their ultimate quest as the mythical and incredibly valuable White Fire diamond is coincidentally found in a mine. Very few things in life ever made as little sense as the plot and narrative structure of ""White Fire"", but it sure is a lot of fun to watch. Most of the time you have no clue who's beating up who or for what cause (and I bet the actors understood even less) but whatever! The violence is magnificently grotesque and every single plot twist is pleasingly retarded. The script goes totally bonkers beyond repair when suddenly  and I won't reveal for what reason  Bo needs a replacement for Ingrid and Fred Williamson enters the scene with a big cigar in his mouth and his sleazy black fingers all over the local prostitutes. Bo's principal opponent is an Italian chick with big breasts but a hideous accent, the preposterous but catchy theme song plays at least a dozen times throughout the film, there's the obligatory ""we're-falling-in-love"" montage and loads of other attractions! My God, what a brilliant experience. The original French title translates itself as ""Life to Survive"", which is uniquely appropriate because it makes just as much sense as the rest of the movie: None!",Positive,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown
"This is a family comedy -- in the very best senses of the term. Uncomplicatedly about faith and family, Ann Blyth, with the help of everybody's favorite Grandpa, Edmund Gwenn, gets divine help in lifting the O'Moyne's above the would-be vengeance schemes of Goldtooth McCarthy (John McIntire). Pure fun.",Positive,Positive,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"The characterization in this movie is among the worst I've ever encountered. The dialogue is trite and cliché to the point of extreme distraction. None of the issues the characters face are developed at all--they're merely surface details intended to get a point across without having to actually come up with believable dialogue to support said point. Also, the depiction of the Chinese characters leaves a bit to be desired--I find it hard to believe that the Chinese father learns flawless English from a book(or so it is implied in one scene) so he can teach it to his daughter. Etc.<br /><br />The Smile Train is a great organization and it's a nice idea, to make a heartstring-tugging film about the impact a program like this can have on kids' lives, but overall, I found this movie to be more frustrating than anything.",Negative,unknown,Negative,Negative,unknown,unknown,unknown,unknown,unknown
"It starts slowly, showing the dreary lives of the two housewives who decide to rent a castle in Italy for the month of April, but don't give up on it. Nothing much happens, but the time passes exquisitely, and there are numerous sly jokes (my favorite is the carriage ride in the storm, which I find hilarious). The movie is wonderfully romantic in many senses of the word, the scenery is beautiful (as is Polly Walker), and the resolutions in the movie are very satisfying.<br /><br />The movie takes a couple of liberties with the book, the biggest being with the Arbuthnot/Briggs/Dester business, but I actually preferred the movie's version of this (it may be more sentimental, but I felt that it was more consistent with the tone of the story, and anyway I like sentiment when it's well done).<br /><br />An excellent movie, especially as a date movie during lousy weather.",Positive,Positive,Positive,Positive,Positive,unknown,Positive,Positive,unknown
"Roy Anderssons ""Du Levande"" is not totally original as it is counter piece to Anderssons previous movie ""Sånger från andra våningen"". Still the movie has aura of total originality. Some conventions of movie making are still thrown away: most of the actors look nothing like what you would expect in movie and the shots take long time. Most of the time camera doesn't move but people move around it. The shots start from somewhere and many times the scenery builds up in amazing proportions. W.G. Sebald comes to mind in literature with same technique. Because of the time invested in every shot the suspension is really high in many of the scenes. There is a story and isn't - it is left for viewer to build up in his or her own mind. This movie is positive. It is determined not to see this all in negative way and at the same time will not pass the social injustices. One of the messages I got from it was that maybe all failures and accidents are not fatal after all. Great movie.",Positive,unknown,unknown,Positive,Positive,unknown,Positive,unknown,unknown
"Part of the movie's low rating is the emphasis on unemployment and the suffering we have to endure. While this is good for drama, in comedy, we know the pains it need not be emphasized. As a result Fun with Dick and Jane is not an appropriate title and I was just plain disappointed failing to see any fun with Dick and Jane. It is true that this is a copy from the movie of the same name, but it fails on the execution and the title was not appropriate for the story line.<br /><br />However, if the movie was retitled to be ""The Art of the Steal"" and the emphasis on bungling slapstick comedy more takes on the robbery and the plans to steal (stupidly of course) would have given the movie a major boost. While, at the same time the movie should show the CEO at least in the beginning to be a crook, so it will be easier to project the pains to someone responsible early on and just leave it at that. The movie suffers a viewpoint issue and with that in mind, a comedy cannot work if the viewpoint is not done properly. A scheming husband character who is that of a Wile E. Coyote on the Road Runner would be more funny, including the slapstick comedy. But in this case, a steal instead of the capture of the bird with complicate contraptions would be extremely funny here. I mean you can make many of these and put them in the movie. But since the viewpoint was done wrongly, the robbery part had to be limited.<br /><br />You will enjoy the movie the first 15 minutes (during Jim Carrey's great rise), but to make the problems they had to faced to be more comical since it is a comedy, that is the part that needs a major overhaul. It can be funnier, if problems were faced more like John Travolta's Civil Action during the downfall. That movie was a serious one but the problems they faced were somewhat comical.",Negative,unknown,Negative,unknown,unknown,unknown,unknown,Negative,unknown
"I wanted to love this movie. Everything seemed to be in place for an enjoyable, if not groundbreaking, film. It was set in southern France, good-looking and recognizable actors led the cast, and I really admired the vibrant African costumes, the proverbs and music. Despite all this, I didn't love it. Movies are supposed to convey their meaning at the first viewing, but ""Secret Laughter"" doesn't do that. Nimi and Matthew, as played by Long and Firth (both of whom have played romantic leads before and should have known better), radiate as much warmth and passion as dried fish. I used 'dried fish' deliberately, because it was one of a few - too few - strong lines and moments sprinkled throughout the film. Another winner was when Nimi catches Matthew snooping around her apartment. He finds a book of hers with her first name written on it and says: ""Your name is Nimi. I never knew."" Then he insists that she call him by his Christian name. I watched this scene intently as Matthew asked Nimi over and over to ""say my name"", realizing that up until that moment, they always called each other by their last names. I thought this was a turning point for the film, and expected that it get better. It didn't. Why do Nimi and Matthew always seem to stand at ten paces, even in that ""say my name"" scene? What does Matthew like about Nimi, aside from her obvious beauty? And why would a sensible woman like Nimi fall for a comic book writer who regards his marriage as something he can put on hold when a beautiful exotic 'adventure' comes along? And I'd like to add that it was a little hard for me to get behind a romance built on adultery. Yes, Jenny is a vicious harpy, but if I were in her shoes, but I'd probably match her Cruella tactics to stop my husband from straying. Believe it. The story hints at Nimi's painful past, but never fully explores it. Some critics say Firth seemed a little awkward here, and I agree. For goodness sake, the actor summoned more palpable longing and passion as that early 19th-century snob Mr. Darcy (and while wearing those hideous britches)! As for Long, who did shine in 'Love Jones', there were times when she seemed to concentrate more on her accent than playing her character. Even so, there were many moments  the 'say my name' scene among them  when she was in total control and came across really well. Yet, 'Secret Laughter' is not without its redeeming qualities, and I've found that it grew on me with more viewings. Nene was well portrayed as supportive and well-meaning, even if she doesn't fully understand Nimi's attraction to Matthew. I absolutely loved it when Nene faced off with Mama Fola in those dueling proverbs scenes. My husband liked it, and usually he's the first to sigh and throw insults at the screen if he doesn't like what is going on. He even chuckled at the scene when Sammy asked Matthew some very frank questions about sex. So there you have it. 'Secret Laughter' was good enough to entertain an avowed curmudgeon like my hubby, but an avid moviegoer like myself will need more than one viewing to appreciate what the director and writer were trying to convey.",Positive,unknown,unknown,unknown,unknown,unknown,unknown,Positive,unknown
"This was okay, but really a bit disappointing because I expected more laughs. Considering the storyline and the lead actor (Bill Murray), it should have been a lot funnier than it turned out to be. Only part of this made me really laugh, such as when Murray lost control of his semi and was speeding down the road at a weird angle. (You have to see it, to appreciate it.)<br /><br />The supporting cast was anything but likable people. Just look at a sampling of the names: Matthew McConaughey, Janeane Garofalo and Linda Fiorentino. Yecch! McConaughey's role in here as ""Tip Tucker"" was just downright annoying. He was the worst. <br /><br />Other that those people, the movie had some charming moments but overall it is not recommended. It's another Disney flop.",Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"I am a big fan of ""Auntie Mame"" with Rosalind Russell. She really was the perfect actress to play that character.<br /><br />I've heard Angela Lansbury was very good on stage in ""Mame"" but it's hard to imagine anyone topping Rosalind Russell.<br /><br />Lucy was such a great comedienne that her comic bits salvaged her performance in this movie where I think she was miscast Really, they should have dubbed her singing voice - hearing these songs sung at a faster tempo and with strong voices really changes the whole effect. <br /><br />I just saw the stage revival in Washington D.C. and I think Christine Baranski was very good as Mame, Harriet Harris - the nasty chain smoking agent on Frasier - played Vera and she was particularly good.<br /><br />Both would be good casting for a TV movie of this show. Maybe if that production makes it to Broadway they'll consider filming it.<br /><br />Also I think Tracy Ullman would be good as Agnes.",Negative,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown
"I went to see this film yesterday and although i didn't have high hopes for this film, I was still bitterly disappointed! I actually cant believe I spent 96 minutes of my life watching this film...it was THAT bad!!! The storyline was disgraceful and the acting was terrible (even though it had big names such as Uma Thurman in it). This film heavily relied on its special effects...but they personally had no effect on me. I honestly wished id never watched it and I strongly warn everyone against seeing this film. It is a total waste of money and you'll only end up being disappointed afterwards. My advice is to save your money, go shopping, treat yourself, just don't go and see this film... You'll live to regret it lol!",Negative,Negative,Negative,Negative,unknown,unknown,unknown,unknown,unknown
"I can't think of much to say about this film. <br /><br />This was an awful movie...I can't even tell you what made me decide to view it. It had SO few redeeming qualities that I don't even know where to begin.<br /><br />The plot moved from implausible to downright absurd. My entire body was tense throughout the duration of the movie because I could not wait for the awful thing to be over and done. By the end of the movie, I found myself feeling beyond relieved. <br /><br />The editing was poor, the acting was sub-par, and the storyline was weak. Francoise Robinson was cast as a Native American, even though she does not even closely resemble someone of Native American heritage. <br /><br />If a movie is going to be this idiotic, it should be laughably stupid -- at the very least. It wasn't. It was just pathetic.",Negative,Negative,Negative,Negative,unknown,unknown,Negative,unknown,Negative
"Kurt Russell, whose career started when he kicked the REAL Elvis in It Happened At the World's Fair, will probably never top his performance as the King in this biopic helmed by slash and shock meister Carpenter. There are times you feel that you're watching Elvis until something snaps you back to reality...perhaps memories of a hapless Don Johnson in Elvis and the Beauty Queen? All the performances here are excellent: Season Hubley as Priscilla, Pat Hingle as the Colonel, even Shelley Winters brings the right level of nerves and hysteria to her rendering of Momma Presley.<br /><br />Kurt's dad Bing is here playing Elvis' father Vernon, and there's a fine understated performance from Robert Gray as Elvis' buddy and bodyguard Red West. <br /><br />A must see for rock n roll fans.",Positive,Positive,Positive,Positive,unknown,unknown,Positive,Positive,unknown
"An absolute steaming pile of cow dung. It's mind-blowing to me that this film was even made. Hip-Hop and old westerns just don't seem to mix. What target audience were these people thinking of when planning this trainwreck.<br /><br />Not only is the concept and plot a joke, but the acting is atrocious and the fact that some decent actors were even in this nightmare of a film makes their entire careers a laughing stock. The chick from clueless should never be forgiven and she is stripped of any remaining dignity she had. After reading the first ten pages of dialogue she should have been asking which one of her friends was playing this sick joke. After some research, I actually found a list of some other actors who passed on this film: Jada Pinkett-Smith, Denzel Washington, Brandy, Monique, Kim Kardasian, Jenna Jameson, Oprah, and finally Marge Simpson.<br /><br />Simply put, I would rather stare at a blank TV than watch this movie again.",Negative,Negative,Negative,Negative,unknown,unknown,Negative,unknown,unknown
"It is apparent that director, writers and everyone else knows nothing about their own religion or the people who practice it. This movie is endlessly flawed and overall a complete crock.<br /><br />For instance, there is a scene where the rabbi enters the woman's ritual bath while a naked woman is bathing, puts his hand on the head of a woman there and blesses her. This is complete mockery of the laws, in this scene alone some of the laws broken include: Modesty, a rabbi would never enter a ritual bath house while there are woman in it.<br /><br />Improper contact, a rabbi would never put his hand on a woman's head, not to mention that it is not the way a blessing is given.<br /><br />The woman from the ritual bath is dunking a naked woman by pushing her head under the water, the laws regarding ritual bathing require the entire body to make direct contact with the bath water; this means nobody should be in contact with the person bathing, certainly not pushing them under!<br /><br />There was more just in that scene alone, like dunking 13 times (where does that concept even come from?) not to mention the rest of the movie was a total fallacy. It is scary what ignorance can concoct!",Negative,unknown,Negative,Negative,unknown,unknown,Negative,unknown,unknown
My girlfriend picked this one; as a southern born and raised African American I found this movie's plot and premise totally without credibility. To believe that class and racial biases would be so easily and comfortably suspended would only come from someone totally unfamiliar with the ante-bellum south. Totally absurd !!! I wonder how they got a good actor like Harvey Keitel and a good actress like Andie McDowell (who being southern knows better) to participate in this crap,Negative,unknown,Negative,Negative,unknown,unknown,unknown,Negative,unknown
"Pretentious horror film that looks like a soap opera gone goth about a drug that send you to a fantasy world where strange creatures lurk. The film has some good imagery but its odd mix of whats real and whats not doesn't go anywhere. Worse are the vague pronouncements in voice over from one of the characters. It seems to herald a more serious, more meaningful film, but I don't think they even got into the serious or meaningful territory to begin with so trying to over sell the meaning comes off silly. There isn't a great deal to say, people talk, take drugs have visions...they talks some more. Its not bad so much as pointless and dull. The dull is the sin here and the reason you'll want to avoid this.",Negative,unknown,Negative,Negative,unknown,unknown,Negative,Negative,unknown
"Charlotte's deadly beauty and lethal kicks make the movie cooler than it'd be otherwise.The story is so poor and Charlotte's character dies in such a foolish way, that you wonder if this's the ending they had thought of for this movie. I wish somebody could tell that an alternative ending exists, but I fear it doesn't. As for the rest of the cst, well I'd say they simply didn't act very well; although the blame should be put on the poor script.This movie reminds me of Rush Hour 2 where Zhang Ziyi dies in absurd way, since she had been the only one who had stolen the show during the whole movie. I could give this movie 2/5",Negative,Negative,Negative,unknown,unknown,unknown,unknown,unknown,unknown
"Made only ten years after the actual events, and set in the Bunker under the Reichstag, Pabst's film is wholly gripping. It reeks of sulfurous death awaiting the perpetrators of world war. Haven't seen this in over three decades, but it remains strong in my visual and emotional memory. The characters seem to be waiting to be walled up in their cave. Searing bit of dialog between two Generals: ""Does God exist?"" ""If He did, we wouldn't."" Shame this is not more readily available for exhibition or purchase because it would be interesting to view and compare this film with the documentary about Traudl Junge, ""Im Toten Winkel"" {aka ""Blind Spot: Hitler's Secretary"") and ""Downfall"" with Bruno Ganz.",Positive,Positive,Positive,Positive,Positive,unknown,Positive,unknown,unknown
"I'm going to recommend putting this one in the ""skip it"" pile as well. I was mildly excited by the concept when my fiancée rented it, and a bit more excited when I saw that Milos Forman directed it. Ah, well.....<br /><br />The costumes were nice, sure, but they were typical. There was nothing about them that said they were from anywhere but the Period Costume department of any major Hollywood studio. There was no distinction between Spanish, British and French - everyone dressed like they were at court in Versailles. The sets somehow didn't evoke the qualities of the settings - the prison didn't feel like a prison, the mansions didn't feel like mansions, and the outside scenes looked like they were filmed on a back lot, for all that they were probably practical locations.<br /><br />The score was dramatically less than it could have been. I have been a fan of film scores since my youth, noticing, appreciating and collecting them, by which I mean more than John Williams. My fiancée is a professional film composer, an award winner who has had her works performed at Lincoln Center, and a rising star in the industry. At the start of the film, we had high hopes for it, and it did indeed start off nicely. It rapidly deteriorated, and at several points - including the scene of the release of the prisoners - it actually reached a level of annoyance. I actually reached for the remote to turn down the volume. The score was never anything more than the most obvious choice for scoring a specific tone of scene, and didn't integrate itself into the ""soul"" of the film (think of the music in Babel and you'll have an idea of what I mean). It never attained the grandeur it wanted to, but then neither did the film.<br /><br />Javier Bardem, as talented as he is, was awful. For the first part of the film, his mannerisms are so distracting that it takes over his performance. During the second half, everything that was his character in the first half is gone, replaced by an entirely different set of annoying mannerisms, and he looked like the love-child of Keith Richards and Stuart Townshend's Lestat. I never got the idea that he cared about the role (which is to say, that the character cared about his life and actions), or that the character was ever drawn by the writers as anything more than an opportunist who, for whatever reason, changes his mind and decides to stick by his principles at the end.<br /><br />Natalie Portman was very good, although her performance lacked the shades of increasing insanity between her release from the prison and taking Lorenzo's hand at the end that I would have needed to call it truly an effective performance. The character of Alicia was never defined enough to truly discern, and if it weren't for the superb makeup on her eyes and cheeks, someone seeing the beginning of the film and the end wouldn't know they weren't the same character. The prosthetic teeth were horrible, artificial and distracting, but that's no knock on Ms. Portman.<br /><br />Stellan Skarsgård was fine as Goya. Not Oscar-worthy, but serviceable and generally believable. I don't know much about the life of Goya, or his deafness, but it seemed to be tacked on to the movie as a requirement of biographical information, rather than anything that was utilized in the film. I am sure it affected Goya's life much more than just requiring the need of an interpreter, but you'd never know it from watching this. For the record, words and sounds can only be correctly interpreted roughly 30% of the time through lip-reading.<br /><br />Don't get me started on Randy Quaid. At least he was a minor character.<br /><br />The script reads like one of the ""choose your own adventure"" books I used to read as a kid: at several moments through the film, several outcomes are possible, and none of the actions preceding them lead with any certainty to the way the film actually plays out. Ironically, the film is also predictable, especially its meager attempts at leavening the mood through small bits of humor. The joke about the hands? Maybe it's because I paint (not well) as a hobby and know what a PITA hands are to draw/paint, but I saw the joke coming a mile away, as well as the reprise in the second half. Was the baby ever there for any other reason other than to be taken by Ines? There might as well have been a line of bread crumbs.<br /><br />Disappointing.<br /><br />(note: this review is a copy of a reply I made to a thread in the forum)",Negative,unknown,Negative,Negative,unknown,Negative,unknown,Negative,unknown
"This is by far the most vapid, idiotic, insanely stupid show that has EVER been on the air, and this is coming from someone who remembers ""San Pedro Beach Bums"".<br /><br />My wife loves watching reality shows--and there was one episode of this drivel where the wannabes had to develop a ""walk"". The end result was straight out of Monty Python's ""Ministry of Silly Walks"" sketch. I couldn't laugh hard enough.<br /><br />And then there's the ubiquitous Ms. Banks (as in laughing all the way to the...). She has to be the most annoying self-important woman on TV since Rosie O'Donnell left ""The View"". As if modeling was doing great things for mankind. Please. I've never found her attractive, and I don't find her intelligent now that she has the temerity to open her mouth.<br /><br />Someone needs to tell these human clothes hangers to eat a healthy diet and actually look like real women.",Negative,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown
Suffice it to say that this substandard B has nothing to save it - not an interesting plot or even one tolerably decent actor. Josh Leonard of Blair Witch fame does little to help matters. Do yourself a favor and leave this one on the shelf at your local video store.,Negative,Negative,Negative,Negative,unknown,unknown,unknown,unknown,unknown
"There's lots of ketchup but not a whole lot of sense in the supposedly explanatory third sequel, which piles on the naff visuals to no effect. Good old Alan Smithee directed this one, in which various members of the same family (all played, poorly, by Bruce Ramsay) are terrorised by Pinhead (Doug Bradley, wheeled out of mothballs for the umpteenth time). Peter Atkins tries to imbue his script with poetic touches but doesn't seem to realise that his dialogue is as deep and meaningful as a plate of sick. The incoherent plot fails to adequately fill the movie's meagre running time, although this may have more to do with studio interference than anything the filmmakers intended.",Negative,Negative,Negative,Negative,Negative,unknown,unknown,unknown,unknown
"I'll keep this short, as I know I don't need to say much.<br /><br />""Alive"" is a strange little film that obviously appeals to some, but I found it to be shockingly bland from almost the very beginning. The film did very little to make any of the characters likable and the story at times became so convoluted that I completely lost interest. As I said, I know others enjoyed it, but I found Kitamura's ""Alive"" to be anything but - a lame, extremely boring drama disguised as a thought-provoking action sci-fi flick. I felt like I was suckered into watching this film, based by its intriguing premise and uber-exciting cover art.<br /><br />My suggestion? Pass it up for Kitamura's far more enjoyable freshman effort ""Versus"" or his 2004 riot ""Godzilla: Final Wars"".<br /><br />...And don't get me wrong, I'm always up for a good thinking man's film, but this certainly wasn't it. There was nary a moment that I actually cared about a single event taking place in this overly-preachy, dialogue-heavy movie.<br /><br />If you wanna talk about something... talk about boring.",Negative,unknown,Negative,Negative,unknown,unknown,Negative,unknown,unknown
"I really enjoyed the first half hour of this movie but, wow, did it turn corny, or should I say, ""just plain stupid."" This is just another example of outdated humor. It might have been funny in 1940, but not now....not even close.<br /><br />Dick Powell is always interesting to watch. I especially liked him once he started switching from his boyish looks and high voice of the Busby Berkeley musicals to where he's mature and sounds it, too.<br /><br />He was fine as ""Jimmy MacDonald,"" but the rest of the cast just played stupid characters, the worst being the boss (Raymond Walburn) of the Maxford House Coffee Company, who did nothing but shout all the time. He was brutal to hear and was a big detriment to the movie.",Negative,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown
"I'll make this short and sweet....this movie sucked!!!!!!<br /><br />I watched part 1 earlier today and thought it was one of the greatest films ever, gave it 9 out of 10 stars. So I thought perhaps part 2 and 3 would be good sequels, I was wrong. This movie bored me to death and was so different from the first one, it had the plot continue and thats it. It was like bad outtakes from part one or something.<br /><br />I love Walken, but I felt sorry for him here. I was so happy about Glenn Danzig being in this film, but don't blink you'll miss him. There was a full cast full of crappy actors and people I don't like such as Eric Roberts and Jennifer Beals. However, it was a breath of fresh air to see Ethan Embry, he's one of the funniest people on earth.<br /><br />This movie will make you like the first one a little less, so don't watch it because you feel you owe it to yourself, being a fan of part 1. I am gonna wait a few days before I watch part 3 and I pray it is better than this crap.<br /><br />The last scene of the movie with the lightning was one of the most beautiful things ever shown on film. Fast forward or skip to that if you can't stomach the first part.<br /><br />1 out of 10 stars - this was awful!",Negative,Negative,Negative,Negative,unknown,unknown,Negative,unknown,unknown
"I was quite impressed with this movie as a child of eight or nine. The gangsters seemed very real and threatening to me, and I could see why people would have been afraid of someone like Dillinger. Seeing it as an adult, it seemed almost comical, owing to the overdone narration and jarring details like Thirties gangsters driving cars that looked like they were from the Fifties. There is a certain gritty, unglamorous reality to the way the criminals are portrayed, but the overall effect is more like a bad soap opera. The most memorable and most unintentionally funny bit that sticks with me is the scene where Ma Barker and her sons are shooting it out with the FBI and the sons are killed. The narrator says something like "" Perhaps in that moment, for the only time in her life, Ma Barker became a real mother"". This is meant to be a moment of great tragedy and pathos, as Ma finally realizes how she's destroyed her family out of her own greed, but instead, it provokes laughter. A very odd film that is rarely shown anywhere these days. Gangster movie buffs might enjoy it, but more as a curiosity than a real movie.",Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"When I was a little girl (and my dad owned a video store), this was among my favorite movies. I hadn't heard much about it since then, nor did I really remember anything about it, it having been forgotten in the wake of Don Bluth's other, probably better films. I managed to track it down a few weeks ago, however, and was pleasantly surprised again. Set in New Orleans in the 1930s, the animation is delightful and the songs are memorable. There are a few goofs in continuity if you look hard enough, but they generally don't detract from the storyline, which leaves you smiling (and maybe even a little misty-eyed, if you are a lover of animals). The characters are believable (maybe even a little too grown-up for younger watchers), as well. Two paws up, and for those of you who haven't seen it in a while, definitely worth a re-watch.",Positive,unknown,Positive,Positive,Positive,Positive,Positive,Positive,unknown
"I thought this to be a pretty good example of a better soft core erotica film. It has a reasonable plot about the madame of a bordello caught up in a police scheme to nab a wealthy crook.<br /><br />Hardcore porn star Chloe Nichole again shows her genuine acting ability. She will occasionally appear in soft core such as ""Body of Love"" and ""Lady Chatterly's Stories. Nicole Hilbig, on the other hand, leaves something to be desired in her role as the female cop.",Positive,Positive,Positive,unknown,unknown,unknown,unknown,unknown,unknown
"First off, if you want to make a good film, don't cram all your exposition into the last 10 minutes. The viewer is expected to be bewildered for nearly two hours, only to have Margo's father explain everything to Alex very late in the film. To make matters worse, the scriptwriter decided it wasn't enough to have the basic mystery solved, but adds in a completely unnecessary murder that we knew nothing about (involving Alex's father!).<br /><br />There's some serious motivation issues with characters also. Margo's father's choices don't seem to make sense once the film is over. Why didn't he just kill Philippe's father and be done with it? Instead, a complicated plot to obscure the truth is concocted, but one which ensures that everyone will be in physical jeopardy for years (including the completely innocent photographer, who gets murdered by Philippe's father's thugs). Although Alex is a doctor (whom one would think is relatively bright), he chooses to flee the police, during which he not only endangers his own life, but those whom he involves in a nasty pile-up on the freeway. Why was Margo's friend so keen on keeping her promise to Margo, once all the crap hits the fan for Alex? And are we to think that Margo's father would rather kill himself rather than go to prison? What about his wife? Did he consider her wishes? Those are some of the main problems.<br /><br />Then there are some nasty details, like: why was her father there the night of her faked death? How did he get a hold of the junkie's body on such short notice and get it back quickly in order to bury it with the other two? Alex's friend Bruno seems over-eager to be part of the mayhem, in which he and his friends have to kill for Alex, notwithstanding the perceived debt he owes Alex for saving his son's life. What good would the photos of Margo do? They don't implicate Philippe at all. And why would Margo have the safety deposit box key handy that night for her would-be abductors to take? Did I miss some other things? Probably. Minor irritations of mine include the fact that although Alex is a doctor, he smokes like a fiend. Which makes his marathon run away from the police even that more impressive. Also, when he is riding in the convertible with his lawyer, neither of them is wearing a seat belt. How bright could they be?",Negative,unknown,Negative,Negative,unknown,unknown,unknown,unknown,unknown
I saw this movie thinking that it would be one of those old B movies that are fun to watch. I was so wrong! This movie was boring and obviously aimed at males who like looking at corpulent women. The story was so ridiculous and implausible that it lost my interest altogether. It seemed to be in the same genre as the Ed Wood films - bottom of the barrel.,Negative,unknown,Negative,Negative,unknown,unknown,Negative,unknown,unknown
"The group of people are travelling to Belgrade in an awful bus led by a drunk conductor and his dumb son (who likes to drive with his eyes closed). Their journey is frequently interrupted by many hilarious events which with much irony describe the fall of nation`s spirit in 1941 and are so funny that they are even today used as a common jokes. The man who ""steals the show"" is a peasant 4 feet tall with his 4 sons who are almost two times bigger than him. In the end, the movie takes one dramatical turn and the trip becomes nothing but a swan`s song of a dying country.",Positive,unknown,Positive,Positive,unknown,unknown,unknown,Negative,unknown
