description,review_majority,food_aspect_majority,ambiance_aspect_majority,service_aspect_majority,noise_aspect_majority,cleanliness,price,location,menu variety,waiting time,waiting area,parking,wi-fi,kids-friendly
Best place on the strip. We got great service and vegan options. Would recommend to all,5,Positive,unknown,Positive,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"The atmosphere of the store is awesome and my boyfriend and I love their milkshakes. The only reason for 4 stars is because I feel it's a little pricey for the size of the shake, but if you're just treating yourself every once in a while then it's definitely worth it!",4,unknown,Positive,unknown,unknown,unknown,Negative,Positive,unknown,unknown,Positive,unknown,unknown,unknown
"Stumptown coffee, amazing gigantic donuts...get here early or they will run out of your favorites. Free parking around the corner in the lot by the juice store. Met the owner and founder ...everyone in there is so nice. Will have to be back soon too many good choices.",5,Positive,unknown,Positive,unknown,unknown,unknown,Positive,Positive,unknown,Positive,Positive,unknown,unknown
"Staff is still very rude but pastries continue to be marvelous. It's a mystery to me why people bother to go to Coffee Bean and Tea Leaf when this is a escalator ride away. The fruit servings and pastry size have shrunken since the pandemic, but that is to be expected when minimum wage increases to current levels. But I digress. If you want to enjoy fine pastry, shut up, get in line and be grateful you don't work with these people.",5,Positive,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Was in the area and decided to give them a try. The ice cream was very rich, creamy and fairly sweet. It seems like they make their own? This is what Cold Stone USED to taste like. Definitely a decadent treat!",4,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Woah!.. have seen this place on YT vids and finally was able to stop by.. I'm so numbed that I didn't earlier as I had the BEST donuts ever! I won't miss this place ever again and will come by every time I'm in Vegas,5,Positive,unknown,Positive,unknown,unknown,unknown,Positive,Positive,unknown,Positive,unknown,unknown,unknown
"Love this place. Fresh home made pastries and ice cream. Fantastic shakes and freezes. A lot of options for any sweet tooth. Slightly over priced but in this case you get what you pay for. High quality ingredients and friendly staff, also a nice outside patio.",5,Positive,Positive,Positive,unknown,Positive,unknown,Positive,Positive,unknown,unknown,unknown,unknown,Positive
"We love to stop at Page's. They have a huge selection, and prices are good. Staff is always very friendly. It's a Pittsburgh tradition!!",5,unknown,unknown,Positive,unknown,unknown,Positive,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"Ok first off, this place SMELLS like heaven! (What I imagine heaven smells like, anyway) The line was quite long for pastries. I waited about 20 minutes before it was my turn but it was well worth the wait. There's so many desserts to choose from, but I chose a regular cannoli, chocolate cannoli, white chocolate mousse cake and a hazelnut cream puff. I really wanted a black and white cookie but unfortunately they were sold out for the day. Everything I chose was delicious! My favorite would have to be the white chocolate mousse. At $9.95 I was a bit skeptical on whether it would be worth the money but I'd happily pay this again. I may have eaten the whole thing by myself.............. Not sorry. The cannolis were awesome. They tasted homemade, as they should. I preferred the regular cannoli over the chocolate covered one. I recommend letting them sit out like 10 mins before eating them because when they're straight from the fridge it's a bit hard to bite into. It tasted better when thawed out :) Good thing I don't live near Carlo's because I'd be super fat if I did (but I'd be happyyyy)!",5,Positive,Positive,unknown,unknown,unknown,Positive,Positive,Positive,Positive,Positive,unknown,unknown,unknown
"Pretty poor! Coming from North Jersey, and being immersed in the Italian culture, the cookies from Carlo's were extraordinarily underwhelming. I've bought better Italian cookies in Publix, in Florida. Honestly, Great Value Cooke's far out-class what I purchased today at Carlo's in the Venetian. Mama would be vety, very disappointed, Buddy. What is also amazing (not really) to me is that for all the reviews here on Yelp, there isn't a comment back from the company. I guess Buddy and his gang are just too full of themselves and too rolling in dough to even care that their quality is so pathetic. Guess they believe that there are plenty of suckers born every minute. Sorry, Valastro, but you have completely tarnished your reputation as an actual quality baker - you're just another side-show charlatan. Nuthin' matters but the almighty buck, huh?",1,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Pros: I wanted so badly to love this place, but it was simply just good. I'm not day dreaming of the cake or ice cream as I suspected I would.  I will definitely give it another shot when I'm around another milk bar and I certainly finished the entire cake/ice cream pint, all very tasty, but this place has so much hype, it just didn't live up to it.  Cons: pricey, but it's Vegas",3,Positive,unknown,unknown,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"I had to try this place after seeing it everywhere.... TRASHED it after 2 bites. The reviews are mixed so I wanted to play it safe, I got the cereal milk soft serve with corn flakes, sour tasting soft serve and regular ass corn flakes on top... I don't understand how this place is still in business with sooo many other choices that actually taste GOOD in Las Vegas. Save your money, you WILL BE DISAPPOINTED. McDonald's soft serve is better than Milk bar.",1,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"By far the best croissant, flakey, crisp, every bite was amazing, the food had great flavour and really good service, best experience i had in las vegas.",5,Positive,unknown,Positive,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown
"I don't know where to begin. HORRIBLE CUSTOMER SERVICE. The worker who scooped my ice cream was one of the rudest people I have ever met. She gave my sister and I SO much attitude when trying to explain how we can have two scoops and not one. She handed the ice cream cone to me with the second scoop practically falling off the cone. When I asked her if I can have a cup since the ice cream was FALLING OFF she said no. I had to ask another worker, the cashier, for a cup. Even the cashier was giving me attitude about handing an empty cup to me. Stay away from this place! Extremely disappointed!",1,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
I was excited when I saw they have a Sprinkles that made ice cream but the clerk at the register had no knowledge of how anything was made so I ended up just getting a cupcake. The lady behind me ordered and why did he assume we were together and put our cupcakes in the same box. We said no we're separate then he said we charge for separate boxes.. that doesn't make sense to me.. got back to eat my cupcake and it was crumbly and dry.. smh,1,Negative,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Hands down best ice cream sandwich I've ever had. I ordered there fresh waffle ice cream sandwich which was unreal, the customer service was awesome, really cool place, I will definitely be back again!",5,Positive,Positive,Positive,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown
"My only regret is not finding this place sooner! Novel is a unique gem! My husband and I came on a Friday night around 8 pm. It was busy but we got to the front of the line in about 10 min. Brandon, the owner, is amazing. He explained all of the ice creams to us and let us sample as many as we wanted. We each tried 3 or 4. I decided on the bourbon toffee caramel crunch in a glazed donut. I loved the warm/cold combo and the flavors were delicious. Brandon has an awesome staff, too. Everyone was very friendly. So excited we discovered Novel!",5,Positive,Positive,Positive,unknown,Positive,unknown,Positive,Positive,Positive,Positive,unknown,unknown,unknown
"A must do in Charlotte for baked goods and desserts, love the French patries. Inside decor is an experience in itself very eclectic, very artsy and cool.",5,Positive,Positive,unknown,unknown,unknown,unknown,Positive,Positive,unknown,Positive,unknown,unknown,unknown
"The new star is in town - Sprinkles is now open in Vegas on a remodeled street between what user to be Emperor's Palace and Flamingo. Open pretty late (midnight) - they serve cupcakes and ice-cream - or both in the shape of a cupcake sunday - yep! and you can get pie crust, melted marshmallows and crumbled red velvet on top as well. Too good to be true? I think there is more magic in this place than at any magic show! Oh, and for those after hours - there is a cupcake ATM (yep, like the one they have on Rodeo Drive in Bev Hills).",4,Positive,unknown,unknown,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,Positive
"Bread is amazing, along with their cold deserts. If I could I'd buy every single one. We tried their drinks and were very delicious. Social distancing and masks were required. Great service. Will be coming back for their tiramisu.",5,Positive,unknown,Positive,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown
"I love the ham and cheese croissants, one of my favorite things anywhere. I tried a variety of macarons and the texture was spot on but the flavor was forgettable. The vanilla was the best one. I would try some other things here",4,Positive,unknown,unknown,unknown,Positive,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown
Home grown Ice !! Have to swing here... Trending and always new trys! Swing by this place after a slice of pizza across the street from Grads Pizza,5,Positive,Positive,unknown,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"Dear Readers, It was a slightly breezy night during COVID-19. Our group stood in line outside Churn (at a safe distance) for less than 10 min as they were letting in one group at a time. The staff was very friendly and knowledgeable about their products. More importantly, they were all wearing masks. The flavors were unique and intriguing but we settled on mint chip ice cream + mint chip cookie and goat cheese pistachio topped with strawberries (per the recommend of the masked associate). The flavors were fresh and authentic. We sat in the back patio with friends and enjoyed the night. Sincerely, Hillary and Andrew",4,Positive,unknown,Positive,unknown,Positive,unknown,unknown,Positive,Positive,Positive,unknown,unknown,unknown
"I was in Vegas for six days and passed this bakery's kiosk multiple times a day as I went to and from my room. My plan was to pick some up before my flight home. On my departure day I was unexpectedly running late but MADE time to run by. Luckily no one was there at the time I arrived. So I asked the lady working the kiosk some questions about the croissants ,but she looked completely annoyed (first experience with bad service in Las Vegas) the I ordered two of the Oreo cookie sandwich things and asked her to box them because I would be taking them aboard my flight. When I got home that evening I excitedly opened the box to present the two Oreos to my two boys at home....and was horrified to see it was only 1.33 cookies!!! Ugh!",1,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Salted caramel brownies - the way to anyone's good graces! This 24 hour bakery has savory and sweet French baked goods and you can't go wrong no matter what you order. Lattes even come with a fancy design. Quirky Parisian style - including a locks of love fence add to the fun here.,5,Positive,Positive,unknown,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"Uhm. Go. That's all I have to say. But seriously, the ice cream is amazing, the doughnut is amazing, then they roll it in your favorite cereal?! I don't think it matters the flavor you get, but I had the frosted sugar cookie, rolled in Reese puffs, between the most deliciously warm doughnut I've ever had. The ladies working are the sweetest. Just... go! You won't regret it.",5,Positive,unknown,Positive,unknown,unknown,unknown,Positive,Positive,Positive,Positive,unknown,unknown,Positive
"While the ice cream is very good, I found the flavors to be uninspiring. Churn is good if your'e a classic-flavors kind of person, but I like to try new things and they didn't offer many beyond the traditional.",4,Positive,unknown,unknown,unknown,unknown,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown
"Honestly didn't like any of their soft serve flavors, I tried all three. I also didn't like the cornflake crunch, it was pretty salty and I was expecting sweet, pretty disappointing considering all the raving reviews I had been hearing from people.",2,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Quite possibly the best doughnut, ice cream combo I've tried. I literally eat ice cream 3 days a week and there is none better in the valley.",5,Positive,unknown,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown
"I'm absolutely obsessed with this spot! My friend brought me here on my last day visiting her in Charlotte, and I'm so glad she did! The service is AMAZING! The staff is super friendly, helpful and kind. Answered all my questions and were so patient when I couldn't decide between all their incredible desserts. My friend and I shared the millionaire cookie (chocolate chip, caramel) and their signature oatmeal cream pie. Both were decadent and insanely good. The aesthetic of this place is so quirky and charming and their Golden Girls themed bathroom is EVERYTHING. I'm sad I don't live in Charlotte because I'd make The Batchmaker a weekly stop. Oh, and it's in a complex with it's own parking, so very convenient as well!",5,Positive,Positive,Positive,unknown,Positive,unknown,Positive,Positive,Positive,Positive,Positive,unknown,unknown
"Well, damn it now that I know this plane exists - how am I supposed to control myself? My friend James posted about this place and their Graham Central ice cream. When I read about it I immediately thought - Graham cracker ice cream =yuck! But I saw they had Butter Toffee as one of the flavors.... I literally drove there the next morning, arriving right as they open. This place doesn't have any open to public doors... just walk up windows but the ice cream speaks for itself! Dani was the absolute best. You can tell she loves her job and is very helpful in choosing flavors. I asked about the Butter Toffee, but she informed they don't have it but recommended I try the Graham Canyon... Begrudgingly, I said OK.... But was already trying to figure out what other flavor I'd really order. HOLY MOLY Graham Canyon is the best ice cream I've every had. Graham cracker ice cream with delicious pieces of butter toffee... I'm seriouy in love. Highly recommend this place. Delicious ice cream & amazing customer service! Great job, Handel's!",5,Positive,unknown,Positive,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"I had been so used to just having Mitchell's all the time that this was such a pleasant delight and truly a Cleveland gem! I don't hear about it often, maybe because I live on the East Side and there are more locations on the West. I personally like their ice cream better than Mitchell's. It's not only more of an old school alnd nostalgic feeling environment, but I also feel it's slightly less sweet so the flavor isnt overpowering, making your cone easy and pleasant to manage. I got the honey graham flavor, of course I had to pick something with honey in it! I see this as my favorite ice cream shop in Cleveland and would definitely enjoy it as a special treat I would venture out for in the future.",5,Positive,Positive,unknown,unknown,unknown,unknown,unknown,Positive,unknown,Positive,unknown,unknown,unknown
I'm ashamed to say I get the same thing every time I go... an egg sandwich on a buttery soft and flakey croissant. The coffee is great and the atmosphere is even better. It's a great place to have quick business meeting or sit and focus to get work done.,5,Positive,Positive,unknown,unknown,unknown,unknown,Positive,unknown,unknown,Positive,unknown,Positive,unknown
Great choice for a snack when you are sick of casino smoke and 80's music. The service was only average though.,4,unknown,Negative,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"I know Charlotte is a restaurant/bakery wasteland (it's trying, but Jesus how long is it going to take?) and I know Amelies is actually the best around - I'll give 4 stars generally, 5 stars within context if Charlotte, open 24 hours and everything- but knowing you're the pinnacle here could you just try to staff enough people and bake enough for, you know, thurs fri sat nights? This isn't Tartine or Milk or the nyc cronut place at its zenith. Waits shouldn't be 45 mins all the time. That's a tactical staffing and product issue not a testament to genius. Still, the macarons are dope.",3,Positive,unknown,Negative,unknown,unknown,unknown,unknown,unknown,Negative,Negative,unknown,unknown,unknown
"Wow, really? Bought one item from them, a ham and cheese croissant. First, I couldn't pay with my credit card since they weren't ready for such a strange form of payment. Then, they were supposedly heating my order up with their toaster oven press and when I got to my room it was as if they had taken it out of the refrigerator. Too bad I didn't notice it until I was already to my room. Obviously they didn't have their little heater plugged in or something. Plus, the woman at the counter who took my cash didn't even say thank you. The other lady who thought she was heating up my order did say thank you to me. That's the only reason they're getting two stars and not one. You provide lousy service; you get one or two stars from me on Yelp. Don't underestimate the power of reviews from real customers. It'll decrease your businesses if you stink. Thanks for reading.",2,Negative,unknown,Negative,unknown,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown
"Amazing coffee and pastries. Best chocolate croissant I've ever had in my life. Had to break keto to enjoy one! I did get an almond milk latte with an extra shot of espresso here that was out of this world, so good they beat out Starbucks. I'm glad we don't have one back home, or I would testing my willpower. Definitely a must if you're staying at the Venetian. They're only open mornings, which is a small disappointment.",5,Positive,unknown,unknown,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"Friendly and sweet service. We tried the pomegranate sorbet, the banana ice cream and the butter finger. It was good, wasnt spectacular. I sampled the coconut milk and strawberry and it just tasted funny. The service was sweeter than the ice cream. Minimal shade in the seating area. Napkins werent readily available, but I asked and she happily gave me them and even got them wet for me. Packaging is super cute and they give you whatever samples you ask for w a smile. Ice cream gets 3 stars, & for $4 a pop, that wasnt the business, but service gets 5.",5,Positive,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"If you love creme brulee, then run to Sprinkles before July 31 for their seasonal ice cream. This was the second time that ice had Sprinkles. I decided I was going to try one of their cupcakes as well as some ice cream this time. I was going to get their Cap n Crunch ice cream, until I saw that their seasonal flavor was creme brulee. I couldn't pass that up. I got the ice cream sundae where you pick out a cupcake and they cut it in half and put a scoop of ice cream in between. Delicious! I tried the vanilla cake with chocolate frosting and sprinkles. My boyfriend got the Cap n Crunch and coffee ice cream in a red velvet waffle cone. Everything was really good. Prices weren't too bad, considering they're on the strip. There's usually a long wait so be prepared for that. If you don't want to wait, you can always go around to the side and use their cupcake atm. That's a fun experience. It's a cute little place. The staff is nice and you can get samples of the ice cream. Everything is pretty sweet, but not in a bad way. You may want to get a drink to go with the cupcakes since they have a generous amount of icing on them.",4,Positive,Positive,Positive,unknown,unknown,Positive,Positive,Positive,Negative,Positive,unknown,unknown,unknown
Hands down the best ice cream in Vegas!!! Definitely suggest getting the 4 scoop sampler since there is tons of great flavors.,5,Positive,unknown,unknown,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
AMAZINGLY DELICIOUS! Such unique flavors that blew me away. Highly recommend! The workers are incredibly sweet and nice.,5,Positive,unknown,Positive,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"Pretty darn good. I have had this place on my bookmarks for awhile. I got a bit lost trying to find the place because I asked the concierge where BOUCHON was and I failed to mention the Bakery. I got sent to the restaurant. It's actually located near the Phantom of Opera show. Right behind the escalators. The french macarons are 3.50 a pop. Well worth it. It's not the best I've had but well worth it. I got the pistachio and chocolate flavors. I loved the pistachio ones. The chocolate ones were okay, very moist and brownie like. I also got the TKO cookie. Eh, didn't really like it. But the macarons are yummy! I need to try more flavors and get out of my comfort zone of just buying pistachio and chocolate.",4,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"The donuts here are unique and tasty, but I am not crazy for them. I like to take friends who visit Vegas here because they have donuts like the Creme brÃ»lÃ©e and pop tart donuts, which you can't just find anywhere, but you won't find a regular glazed here. If you like really sweet donuts, this place is for you. If you like simpler donuts, you might want to find a different place.",3,Positive,unknown,unknown,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown
"UPDATE: I visited Milk bar again and had a better experience. It still seems too expensive but I had the crack pie soft serve with corn flake crunchies this time and it was really yummy!! I also sampled the cereal milk soft serve. It was definitely different than last time. Tasted a lot better! ---- I was really excited to try this. I have watched the chef's table episode about this place and thought it looked so good. Unfortunately it just didn't live up to the hype. The cereal milk soft serve was too cereal-y if that makes sense. I think it should be more subtle. This was the biggest disappointment. I didn't like it very much. Besides that, I DID really like the crack pie and we went back for another the next day. I'm bummed their prices are so high. $6 for a small soft serve? $6.50 for one slice of crack pie? I bake and I know these ingredients are not pricey or extremely difficult to make. The prices need to come down.",4,unknown,unknown,unknown,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Food fairly good for Italian bakery. My taste buds may be spoiled by the tastes from Boston, New York, and Italy though. Large variety of pastries and gelatos, also have some hot foods. Good amount of seating but bit loud to really have easy conversation. Service fast and efficient. They should wear hair nets though.",3,Positive,Negative,Positive,Negative,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown
Super yummy! The staff is beyond nice. We are in for a short visit from Houston and so glad we found this place on yelp.,5,Positive,unknown,Positive,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown
"So many great flavor options there is no way to leave this place without wanting to come back again! Great ice cream, really patient and friendly staff! Hard decision but I went with a peanut butter chip, coconut milkshake! Absolutely delish!! Vote me in for the mayor of the republic",5,Positive,unknown,Positive,unknown,unknown,unknown,Positive,Positive,Positive,Positive,unknown,unknown,Positive
"Can a bakery be sexy? You bet your sweet buttercream it can! I ventured in here one night after a dinner date with my husband, and I fell in love. The Victorian style furniture, the soft candlelight, the decadent desserts...It's all quite romantic. We split a lovely pear tart and a huuuuge slice of chocolate cake with curry chocolate frosting. My husband also had an espresso that he quite enjoyed. I love that they are open late so I can appease both my sweet tooth and my inner night owl. Everything was great and I absolutely don't mind paying $6 for a large slice of delicious gourmet cake. We'll be back for sure!",4,Positive,Positive,unknown,unknown,unknown,Positive,Positive,Positive,Positive,Positive,unknown,unknown,unknown
"Great ice cream stop after dinner in the area. All of enjoyed our deserts. Select anything as you can't go wrong here as I have been a regular, especially while attending GCU",5,Positive,unknown,Positive,unknown,unknown,unknown,Positive,Positive,unknown,Positive,unknown,unknown,Positive
"Fun, unique desserts if a bit pricey. One night after visiting Secret Pizza we tried the B'Day Milkquake ($10) - this was the better of the items we sampled. It's their Cereal Milk soft serve with birthday cake mixers stirred in. Easily feeds two. This alone will bring me back. On a later visit, we also tried single servings of their birthday cake soft serve ($6) and while good, seemed pricey for what you got and just didn't compare to the B'Day Milkquake. Seating can be a challenge late night (they don't have their own dedicated space) and if you need a sugar fix after visiting Secret Pizza, make sure you pay attention to closing times as Milk Bar closes first.",4,Positive,unknown,unknown,unknown,unknown,Positive,unknown,Positive,unknown,unknown,unknown,unknown,unknown
"Yup, I got lost finding this place and I work at he spa, lol. So again, under the escalators, closest to the parking garage entrance, located where the Box Office is. In other words, once you hit the casino level, make a u turn. It's a small tiny shop...that I found funny because there was 9 workers that I counted...hmmm I'm giving them 4 stars because I got what I came for, monster size macaroons. The peanut butter jelly macaroon had me squirming in my chair with big bug eyes because I thought I bit into pure deliciousness. I'm starting to drool again. Not as many flavors as I thought, but I made the best choice, for me. I tried also the pistachio macaroon and a dark chocolate flaky pastry. None disappointed me, yum. It is a bit pricey, do hit them up when you got the sweet tooth.",4,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"It was very delicious, if it's your first time definitely get the cookie cup because the marshmallow goes very well with the macaron, the flavors I would suggest is the captain crunch and fruity pebbles. Those two flavors were delicious and true to their names. So if you don't like those cereals you can avoid those flavor too.",5,Positive,unknown,unknown,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown
"Sweet Republic. It's a place that has been reviewed by tons of different newspapers and magazines. I had to go for a taste. I arrived last evening at the Ice Cream joint. My GPS was slightly off, so for those of you looking to go in the future, just go North on 92nd from Shea. It will be right there. There were a few people in the establishment, but it took less than two minutes for me to be the next in line. Let me tell you, these desserts looked fantastic. The first thing that you see when you get in their ordering line is the Sorbet cabinet. Here is where you will find their delicious sorbets, ranging from exotic fruits to more simple flavors. I, however, was not here for the sorbet. I was here for their ice cream. One of the most amazing things about this place is the innovative flavors they have. Most people prefer to get the Sweet and Salty Caramel Flavor, but I was in the mood for something more adventurous. I ended up getting two scoops, mainly because of the price. One scoop is $2.95, and two scoops is $4.25... At least I can slightly justify paying for the two scoops, so that's what I chose. I chose two of their very fun flavors. The first was their Honey Blue Cheese. Now, for those of you who just got turned off when you saw the flavor, fear not. This ice cream does not taste like the blue cheese that goes on salads. This is a much more creamy, subtle flavor. It tastes like honey, with a little bit of salt. Extremely delicious. I will certainly be having this flavor when I return. The second flavor was, admittedly, much more of a challenge. I got a flavor called White Roses. Can you guess what it tastes like? That's right. Imagine, if you will, smelling a bouquet of roses. Now, imagine biting into it. That is exactly what you will get with this flavor. Now, I suggest that you try it, just to have the experience of tasting it, but I would be weary on purchasing a scoop of it. It's extremely strong, and I was unable to finish it. All in all, it was a great experience. Helpful staff, lots of flavors, and an experience unlike anything other. I fully recommend this ice cream joint to all dessert connoisseurs and sweet tooths alike!",5,Positive,unknown,Positive,unknown,unknown,Positive,Positive,Positive,Positive,Positive,unknown,unknown,unknown
"I've been here several times and I've enjoyed some of their desserts, especially the oatmeal cookies! They're very friendly and the service is great! The dessert are very hearty which is nice considering most places serve very tiny portions when it comes to dessert. I am however not pleased with their macaroons as they all taste the same and have a stale taste to them. The Tiramisu is delicious! As are most of their cakes! They have their own small parking area so you can run in and out whenever you have a sweet craving!",3,Positive,unknown,Positive,unknown,unknown,unknown,Positive,Positive,unknown,unknown,Positive,unknown,unknown
Such good ice cream. Such good donuts. Such nice people. I think the rest of reviews speak the praises already so I'll keep it brief!,5,Positive,unknown,Positive,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"It's like I went into The Secret Garden and discovered beautiful, tasty and decadent delights that were made just for my princess palate! This bakery and cafe is BEAUTIFUL! When you enter you're met with a lovely Shabby Chic decor and a comfortable, but lovely, cafe to sit and relax and think pretty thoughts. Then you go further in and the lovely bakery items behind glass tempt with the sheer prettiness of it all. The cakes, and cupcakes and pastries were absolutely amazing! I had a mini cake that was a Sage cake with Prickly Pear Agave and Fresh Cream. Impressive, right?!!! The taste was beyond this world. The cake was light and moist, the frosting was also light and not too sweet. Impressive. I paired it with a Peach Mint ice tea and sat down on the lovely antique sofa, browsed through table books they supplied and was in my own world of Cafe and Bakery decadence and I don't know if it can be surpassed! I really urge anyone reading this to take a ride to Butterwood Cake Consortium in Lawrenceville on Butler St. and you can thank me later!!!",5,Positive,Positive,unknown,unknown,Positive,unknown,Positive,Positive,unknown,Positive,unknown,unknown,unknown
"If you have a sweet tooth and are looking for a huge selection of delicious desserts, definately go check out this unique bakery!!!",5,Positive,unknown,unknown,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"Took MLB to the airport and figured I could use a meal before heading home and this was almost nearly on the way... Not much space between the doors and the pastry case which is great planning in my book; way convenient to get an orange macaron while deciding on snacks. According to legend this is ground zero, the home of the provencal trailer park motif seen and loved by all. Half a Croque Monsieur plus tomato fennel soup and icy water sounded about right. Usually not a fan of the red soup but it's got fennel...! which fixed everything up nicely thank you very much. Hot vermilion soup abounding with flavor, texture, and substance - not the feeble stuff of childhood. My sandwich was superb! a healthy smear of spicy dijon zip complementing the subtle dignity of gruyere on thin sliced hams nestled in a flakey buttery toasted croissant. Yea for a ham sammich!",4,Positive,unknown,unknown,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"Handel's Ice Cream is AMAZING!!!! It has to be some of the best ice cream I've ever had!!! Their customer service is great, and they have so many selections of ice cream flavors!!! I highly recommend Handel's to anyone and everyone wanting amazing ice cream!!!",5,Positive,unknown,Positive,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown
"I grew up eating Handel's in Youngstown, OH and tonight was just like being home on a summer night! The Black Cherry and Chocolate Pecan haven't changed from my childhood. The boyfriend had cake batter and he said it was too sweet & he has a HUGE sweet tooth. The only down side is that there was no napkins outside to clean up the ice cream drips. What I don't think people understand who have left 2 or less stars. Where Handel's was started it was about socializing with the neighborhood. You sat on the curb or leaned on cars trying to finish your ice cream before it ran down your arm. So don't worry about the fact there is no indoor seat and instead start a conversation with the person next to you.",5,Positive,Positive,unknown,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,Positive
"This place is just the cutest and I don't know how anyone wouldn't love it! I didn't get to stay when I went in yesterday, unfortunately, but I was able to snag a piece of their blueberry elderflower cake as I tagged along with a friend who was picking up a birthday cake for her boyfriend. I actually saved half of it for later which was a great idea, since the piece was rather large AND it was a lovely treat to look forward to. Amazing flavor and very moist cake. The icing is ...wowee. This would be a great place for some afternoon tea and dessert or a date night! Great music, lovely little patio, and awesome antique furnishings. I can't wait to try out some more delightful treats! The service was also very friendly.",5,Positive,Positive,Positive,Positive,unknown,unknown,Positive,unknown,unknown,Positive,unknown,unknown,unknown
"Not a big place but doesn't need to be. The flavors are artisan and creative. Doesn't have the creamy texture of normal ice cream, but still tastes great. Just a few of the memorable flavors my friends and I have had: lucky charms, thai iced tea, black sesame, cinnamon toast, peach sorbet...All wonderful. Flavors vary all the time. Staff friendly. Lines can get like traffic though because everyone wants to taste everything.",4,Positive,unknown,Positive,unknown,unknown,unknown,Positive,Positive,Negative,Positive,unknown,unknown,unknown
Amazing selection of ice cream. Their hurricanes and sundaes have all been delicious. $2 Tuesdays for a scoop is great to try their flavors.,4,Positive,unknown,unknown,unknown,unknown,Positive,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"These donuts are like crack! We loved the creme brÃ»lÃ©e donut. It's the best by far. It wasn't to sweet. The birthday cake donut was TO SWEET. The stuffed big papa- was tasty, but big enough to feed a family of 4. The strawberry and cream tasty like a strawberry ice cream bar.",5,Positive,unknown,unknown,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown
